id,roster_year,player_number,first_name,last_name,year,position1,height,weight,home_town,state_or_country,high_school,alternative_school,college,college_league,bio_link,is_starter,accolade
3129,2015,2,Dylan,Pritchard,Senior,Defender,6'1,177,Los Angeles,CA,Notre Dame,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=114,N,
3130,2009,6,Dylan,Remick,Freshman,Defender,6'1,160,Inverness,IL,Loyola Academy,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3302,,
3131,2010,6,Dylan,Remick,Sophomore,Defender,6'1,160,Inverness,IL,Loyola Academy,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3329,,First Team
3132,2011,6,Dylan,Remick,Junior,Defender,6'1,160,Inverness,IL,Loyola Academy,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3357,Y,First Team
3133,2012,6,Dylan,Remick,Senior,Defender,6'0,165,Inverness,IL,Loyola Academy,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3381,Y,First Team
3134,2010,9,Dylan,Renna,Freshman,Forward,6'3,185,West Milford,NJ,Don Bosco Prepratory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2583,Y,
3135,2011,9,Dylan,Renna,Sophomore,Forward,6'3,185,West Milford,NJ,Don Bosco Prepratory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2557,Y,
3136,2012,9,Dylan,Renna,Junior,Forward,6'3,185,West Milford,NJ,Don Bosco Prepratory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2529,Y,
3137,2013,9,Dylan,Renna,Senior,Forward,6'3,185,West Milford,NJ,Don Bosco Prepratory School,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2504,Y,
3138,2013,4,Dylan,Rowe,Freshman,Defender,5'9,160,New Braunfels,TX,New Braunfels H.S.,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2013-14/bios/lissek_sven_sbal,Y,
3139,2014,4,Dylan,Rowe,Sophomore,Defender,5'9,160,New Braunfels,TX,New Braunfels H.S.,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2014-15/bios/allardice_brady_la5b,Y,
3140,2015,4,Dylan,Rowe,Junior,Defender,5'9,160,New Braunfels,TX,New Braunfels H.S.,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb,,
3141,2016,4,Dylan,Rowe,Senior,Defender,5'9,160,New Braunfels,TX,New Braunfels H.S.,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,Y,
3142,2017,4,Dylan,Rowe,Senior,Defender,5'9,160,New Braunfels,TX,New Braunfels H.S.,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2017-18/bios/fisher_max_v3ye,Y,
3143,2016,15,Dylan,Royalty,Freshman,Forward,5'11,150,Columbia,MD,Atholton High School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3165,N,
3144,2017,15,Dylan,Royalty,Sophomore,Forward,5'11,150,Columbia,MD,Atholton High School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3137,Y,
3145,2018,15,Dylan,Royalty,Junior,Forward,5'11,150,Columbia,MD,Atholton High School,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3112,Y,
3146,2006,27,Dylan,Sansone,Freshman,Midfielder,5'10,175,Spring,TX,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2598,,
3147,2007,27,Dylan,Sansone,Freshman,Midfielder,5'10,175,Spring,TX,,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2572,,
3148,2018,13,Dylan,Scanley,Freshman,Midfielder,6'0,155,New York,NY,Xavier High School,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=211733385&DB_OEM_ID=33100&Q_SEASON=2018,N,
3149,2010,26,Dylan,Schauder,Freshman,Defender,6'0,170,Houston,TX,Clear Lake High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2663,,
3150,2011,26,Dylan,Schauder,Freshman,Defender,5'11,167,Houston,TX,Clear Lake High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2635,,
3151,2018,,Dylan,Stanley,,,5'10,150,Pueblo,CO,Pueblo West,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=7681,N,
3152,2014,18,Dylan,Struthers,Freshman,Defender,5'10,155,San Clemente,CA,San Clemente,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5354,N,
3153,2015,18,Dylan,Struthers,Sophomore,Defender,5'10,165,San Clemente,CA,San Clemente,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5323,N,
3154,2016,18,Dylan,Struthers,Junior,Defender,5'10,165,San Clemente,CA,San Clemente,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5292,Y,
3155,2017,18,Dylan,Struthers,Senior,Defender,5'10,165,San Clemente,CA,San Clemente,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5260,N,
3156,2017,19,Eamon,O'Connor,Freshman,Defender,6'0,175,Wilmington,DE,Charter School of Wilmington,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=2177,N,
3157,2018,19,Eamon,O'Connor,Sophomore,Defender,6'0,180,Wilmington,DE,Charter School of Wilmington,,Bucknell University,PATRIOT,https://bucknellbison.com/roster.aspx?rp_id=4495,N,
3158,2008,10,Eamon,O'Neill,Junior,Midfielder,6'1,175,Wilmington,DE,Salesianum,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2618&path=msoc,N,
3159,2009,10,Eamon,O'Neill,Senior,Midfielder,6'1,175,Wilmington,DE,Salesianum,,Northwestern University,BIG TEN,https://nusports.com/roster.aspx?rp_id=2590&path=msoc,N,
3160,2012,25,Ed,Gonzalez,Freshman,Defender,6'0,180,Providence,RI,Berkshire School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2012-13/bios/behm_peter,,
3161,2013,20,Ed,Gonzalez,Sophomore,Defender,6'0,180,Providence,RI,Berkshire School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2013-14/bios/agre_sam_jvzu,N,
3162,2007,24,Eddie,Dines,Sophomore,Midfielder,5'10,159,Newcastle Upon Tyne,England,Monkseaton,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2372,Y,
3163,2009,8,Eddie,Dines,Junior,Midfielder,5'11,166,Newcastle Upon Tyne,England,Monkseaton,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2347,Y,
3164,2010,8,Eddie,Dines,Senior,Midfielder,5'11,166,Newcastle Upon Tyne,England,Monkseaton,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2317,Y,
3165,2016,19,Eddie,Folds,Freshman,Defender,5'10,150,Columbus,OH,Olentangy Orange,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2326,,
3166,2017,19,Eddie,Folds,Sophomore,Defender,5'10,150,Columbus,OH,Olentangy Orange,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=2298,,
3167,2018,19,Eddie,Folds,Junior,Defender,5'10,150,Columbus,OH,Olentangy Orange,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=4781,Y,
3168,2012,4,Eddie,Gibbons,Freshman,Defender,5'9,146,Bellport,NY,Bellport High School,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215699&DB_OEM_ID=33100&Q_SEASON=2012,Y,
3169,2013,4,Eddie,Gibbons,Sophomore,Defender,5'9,150,Bellport,NY,Bellport High School,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215699&DB_OEM_ID=33100&Q_SEASON=2013,N,
3170,2014,4,Eddie,Gibbons,Junior,Defender,5'9,150,Bellport,NY,Bellport High School,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215699&DB_OEM_ID=33100&Q_SEASON=2014,Y,
3171,2015,4,Eddie,Gibbons,Senior,Defender,5'9,150,Bellport,NY,Bellport High School,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215699&DB_OEM_ID=33100&Q_SEASON=2015,Y,
3172,2016,34,Eddie,Munjoma,Freshman,Defender,5'10,155,McKinney,TX,Lone Star,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4275,Y,
3173,2017,12,Eddie,Munjoma,Sophomore,Defender,5'10,155,McKinney,TX,Lone Star,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=4807,Y,
3174,2018,12,Eddie,Munjoma,Junior,Defender,5'10,155,McKinney,TX,Lone Star,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=9440,Y,
3175,2009,15,Eddie,Nam,Freshman,Midfielder,5'7,145,Marietta,GA,The Lovett School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=1746,N,
3176,2010,5,Eddie,Nam,Sophomore,Midfielder,5'8,150,Marietta,GA,The Lovett School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=2134,,
3177,2011,19,Eddie,Nam,Junior,Midfielder,5'8,155,Marietta,GA,The Lovett School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1601,N,
3178,2012,19,Eddie,Nam,Senior,Midfielder,5'8,155,Marietta,GA,The Lovett School,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=1990,N,
3179,2012,11,Eddie,Puskarich,Freshman,Midfielder,5'10,150,Fairview,TX,Lovejoy,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2603,,
3180,2013,11,Eddie,Puskarich,Sophomore,Midfielder,5'10,150,Fairview,TX,Lovejoy,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2578,,
3181,2007,26,Eddie,Tejeda,Sophomore,Midfielder,5'6,135,Baltimore,MD,Calvert Hall College High School,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2388,,
3182,2012,17,Eddie,Viscount,Freshman,Midfielder,5'9,163,Smithtown,NY,Smithtown West,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215673&DB_OEM_ID=33100&Q_SEASON=2012,N,
3183,2013,17,Eddie,Viscount,Sophomore,Forward,5'9,170,Smithtown,NY,Smithtown West,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215673&DB_OEM_ID=33100&Q_SEASON=2013,N,
3184,2014,17,Eddie,Viscount,Junior,Forward,5'9,170,Smithtown,NY,Smithtown West,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215673&DB_OEM_ID=33100&Q_SEASON=2014,Y,
3185,2015,17,Eddie,Viscount,Senior,Forward,5'9,170,Smithtown,NY,Smithtown West,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=210215673&DB_OEM_ID=33100&Q_SEASON=2015,N,
3186,2015,9999,Eddy,Diaz,Freshman,Forward,5'6,140,Miami,FL,Columbus High School,,Air Force Academy,WAC,https://goairforcefalcons.com/roster.aspx?rp_id=3418,,
3187,2017,8,Eddy,Rodriguez,Freshman,Midfielder,5'11,190,York,PA,West York,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=2136,N,
3188,2018,8,Eddy,Rodriguez,Sophomore,Midfielder,5'11,190,York,PA,West York,,Loyola University Maryland,PATRIOT,https://loyolagreyhounds.com/roster.aspx?rp_id=6408,N,
3189,2017,3,Edi,Mujan,Freshman,Defender,6'1,176,Revere,MA,Revere,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=211617801&DB_OEM_ID=33100&Q_SEASON=2017,N,
3190,2018,3,Edi,Mujan,Sophomore,Defender,6'1,176,Revere,MA,Revere,,College of the Holy Cross,PATRIOT,https://goholycross.com/ViewArticle.dbml?ATCLID=211617801&DB_OEM_ID=33100&Q_SEASON=2018,Y,
3191,2015,2,Edson,Martinez,Freshman,Midfielder,5'10,160,Salem,OR,North Salem,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4253,N,
3192,2017,6,Edson,Martinez,Junior,Midfielder,5'10,160,Salem,OR,North Salem,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=4203,N,
3193,2018,6,Edson,Martinez,Senior,Midfielder,5'10,160,Salem,OR,North Salem,,Georgetown University,BIG EAST,http://georgetown.sidearmsports.com/roster.aspx?rp_id=8683,N,
3194,2011,18,Edu,Aranda,Freshman,Midfielder,5'9,135,Dallas,TX,W. T. White,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2614,,
3195,2012,18,Edu,Aranda,Sophomore,Midfielder,5'9,143,Dallas,TX,W. T. White,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2589,,
3196,2013,18,Edu,Aranda,Junior,Midfielder,5'9,143,Dallas,TX,W. T. White,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2559,,
3197,2014,18,Edu,Aranda,Senior,Midfielder,5'9,143,Dallas,TX,W. T. White,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=2547,,
3198,2015,27,Eduardo,Cedeno,Freshman,Midfielder,5'11,160,Cypress,TX,Cypress Ranch High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2015-16/bios/cedeno_eduardo_ourb,,
3199,2016,27,Eduardo,Cedeno,Sophomore,Midfielder,5'11,160,Cypress,TX,Cypress Ranch High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2016-17/bios/cedeno_eduardo_wxsa,,
3200,2017,27,Eduardo,Cedeno,Junior,Midfielder,5'11,160,Cypress,TX,Cypress Ranch High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2017-18/bios/cedeno_eduardo_43p7,,
3201,2018,27,Eduardo,Cedeno,Senior,Midfielder,5'11,160,Cypress,TX,Cypress Ranch High School,,Harvard University,IVY,https://www.gocrimson.com/sports/msoc/2018-19/bios/cedeno_eduardo_gclw,N,
3202,2008,6,Eduardo,Jimenez,Freshman,Midfielder,5'10,140,Miami,FL,John A. Ferguson,,Villanova University,BIG EAST,https://villanova.com/roster.aspx?rp_id=2630,N,
3203,2012,25,Eduardo,Martin,Freshman,Midfielder,6'1,170,Madrid,Spain,British School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3377,N,
3204,2013,25,Eduardo,Martin,Sophomore,Midfielder,6'1,170,Tenerif,Spain,British School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3403,Y,
3205,2014,10,Eduardo,Martin,Junior,Midfielder,6'1,170,Tenerife,Spain,British School,,Brown University,IVY,https://brownbears.com/roster.aspx?rp_id=3429,N,
3206,2009,30,Eduardo,Meza,Senior,Midfielder,5'7,155,Newark,NJ,Seton Hall Prep,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=204766619&DB_OEM_ID=4200&Q_SEASON=2009,N,
3207,2006,5,Eduardo,Nunez,Freshman,Forward,5'10,167,Guaynabo,Puerto Rico,Marista,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=5519,N,
3208,2017,31,Eduardo,Palacios Fabre,Senior,Goalkeeper,6'4,200,Madrid,Spain,IES Ramiro de Maeztu,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=12785,,
3209,2018,31,Eduardo,Palacios Fabre,Senior,Goalkeeper,6'4,200,Madrid,Spain,IES Ramiro de Maeztu,,Stanford University,PAC-12,https://gostanford.com/roster.aspx?rp_id=14116,,
3210,2017,31,Eduardo,Velazco,Freshman,Midfielder,5'9,150,Miami,FL,Christopher Columbus High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5203,N,
3211,2018,7,Eduardo,Velazco,Sophomore,Midfielder,5'9,150,Miami,FL,Christopher Columbus High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5634,N,
3212,2018,7,Eduardo,Velazco,Sophomore,Midfielder,5'9,150,Miami,FL,Christopher Columbus High School,,Wofford College,SOUTHERN,https://woffordterriers.com/roster.aspx?rp_id=5634,N,
3213,2015,12,Eduvie,Ikoba,Freshman,Forward,6'4,205,Bettendorf,IA,Bob Jones High School (Alabama),,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=10481,Y,
3214,2016,12,Eduvie,Ikoba,Sophomore,Forward,6'4,205,Bettendorf,IA,Bob Jones High School (Alabama),,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=10885,N,
3215,2017,12,Eduvie,Ikoba,Junior,Forward,6'4,205,Bettendorf,IA,Bob Jones High School (Alabama),,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=11232,Y,
3216,2018,12,Eduvie,Ikoba,Senior,Forward,6'4,205,Bettendorf,IA,Bob Jones High School (Alabama),,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=15765,N,
3217,2008,6,Edvin,Worley,Freshman,Forward,5'10,165,Jensen Beach,FL,Jensen Beach,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2945,,All-Freshman Team
3218,2009,6,Edvin,Worley,Sophomore,Forward,5'10,165,Jensen Beach,FL,Jensen Beach,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2920,,
3219,2010,6,Edvin,Worley,Junior,Forward,5'10,165,Jensen Beach,FL,Jensen Beach,,Boston College,ATLANTIC COAST,https://bceagles.com/roster.aspx?rp_id=2915,,
3220,2011,26,Edward,Barr,Junior,Midfielder,5'11,165,Fairfax,VA,Oakton,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=3887&path=msoc,N,
3221,2012,7,Edward,Barr,Senior,Midfielder,5'11,165,Fairfax,VA,Oakton,,College of William & Mary,COLONIAL ATHLETIC ASSOCIATION,https://tribeathletics.com/roster.aspx?rp_id=2015&path=msoc,N,
3222,2018,12,Edward,Bass,Freshman,Forward,6'1,175,Dallas,TX,Highland Park,,Colgate University,PATRIOT,https://gocolgateraiders.com/roster.aspx?rp_id=9359,N,
3223,2015,25,Edward,Okey,Freshman,Defender,6'3,180,Saint Michael,Barbados,Harrison College,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=3948,,
3224,2016,25,Edward,Okey,Freshman,Defender,6'3,180,Saint Michael,Barbados,Harrison College,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=4114,N,
3225,2017,25,Edward,Okey,Sophomore,Defender,6'4,180,Saint Michael,Barbados,Harrison College,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=4675,Y,
3226,2018,29,Elek,Arany,Freshman,Goalkeeper,6'2,190,Highlands Ranch,CO,Thunder Ridge High School,,SMU,AMERICAN ATHLETIC,https://smumustangs.com/roster.aspx?rp_id=9456,,
3227,2010,2,Eli,Dennis,Freshman,Midfielder,6'1,185,Easton,MD,Easton High School,,American University,PATRIOT,http://www.aueagles.com/sports/m-soccer/2010-11/bios/collins_tyler,Y,
3228,2008,23,Eli,Hajjar,Freshman,Midfielder,5'8,151,Fairfax,VA,Robinson,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3380,N,
3229,2009,17,Eli,Hajjar,Sophomore,Midfielder,5'8,151,Fairfax,VA,Robinson,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3353,N,
3230,2010,17,Eli,Hajjar,Junior,Midfielder,5'8,151,Fairfax,VA,Robinson,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3327,N,
3231,2011,17,Eli,Hajjar,Senior,Midfielder,5'8,151,Fairfax,VA,Robinson,,Lafayette College,PATRIOT,https://www.goleopards.com/roster.aspx?rp_id=3307,N,
3232,2015,16,Eli,Medder,Freshman,Midfielder,5'10,170,Cutler Bay,FL,Westminster Christian,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5321,N,
3233,2016,16,Eli,Medder,Sophomore,Midfielder,5'10,170,Cutler Bay,FL,Westminster Christian,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5290,N,
3234,2013,19,Eli,Pinner,Freshman,Midfielder,5'6,156,Atlanta,GA,Paideia School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2013-14/bios/lissek_sven_sbal,,
3235,2014,19,Eli,Pinner,Sophomore,Midfielder,5'6,156,Atlanta,GA,Paideia School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2014-15/bios/allardice_brady_la5b,N,
3236,2015,19,Eli,Pinner,Junior,Midfielder,5'6,156,Atlanta,GA,Paideia School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2015-16/bios/lissek_sven_z5cb,Y,Second Team
3237,2016,19,Eli,Pinner,Senior,Midfielder,5'6,156,Atlanta,GA,Paideia School,,Furman University,SOUTHERN,http://www.furmanpaladins.com/sports/m-soccer/2016-17/bios/fisher_max_p3v6,N,
3238,2018,29,Elian,Haddock,Freshman,Goalkeeper,6'4,195,Whitefish Bay,WI,Whitefish Bay,,Yale University,IVY,http://www.yalebulldogs.com/sports/m-soccer/2018-19/bios/schipper_kees_3gr4,N,
3239,2017,3,Elias,Lampis,Freshman,Back,6'0,160,Antwerp,Belgium,Onze-Lieve Vrouwecollege,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=9594,Y,Third Team
3240,2018,3,Elias,Lampis,Sophomore,Back,6'0,160,Antwerp,Belgium,Onze-Lieve Vrouwecollege,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=12570,N,
3241,2018,25,Elijah,Kerr,Freshman,Defender,5'9,150,Elmont,NY,Sewanhaka,,Wake Forest University,ATLANTIC COAST,https://godeacs.com/roster.aspx?rp_id=4801,,
3242,2015,15,Elijah,Kilmer,Freshman,Midfielder,,165,Bend,OR,Sunset,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5320,N,
3243,2016,15,Elijah,Kilmer,Sophomore,Midfielder,,165,Bend,OR,Sunset,,Naval Academy,PATRIOT,https://navysports.com/roster.aspx?rp_id=5289,N,
3244,2012,20,Elijah,Soko,Freshman,Forward,5'10,175,Harare,Zimbabwe,Brooks School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=8605,N,
3245,2013,20,Elijah,Soko,Sophomore,Forward,5'10,175,Harare,Zimbabwe,Brooks School,,Dartmouth College,IVY,https://dartmouthsports.com/roster.aspx?rp_id=9430,N,
3246,2018,0,Eliot,Hamill,Freshman,Goalkeeper,6'2,175,Scarsdale,NY,Edgemont High School,,Duke University,ATLANTIC COAST,http://www.goduke.com/ViewArticle.dbml?ATCLID=211719244&DB_OEM_ID=4200&Q_SEASON=2018,,
3247,2013,18,Elliot,Maker,Freshman,Midfielder,5'11,170,Naples,ME,Cheverus High School,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3092,N,
3248,2014,18,Elliot,Maker,Sophomore,Midfielder,5'11,170,Naples,ME,Cheverus High School,,Boston University,PATRIOT,https://goterriers.com/roster.aspx?rp_id=3057,N,
3249,2013,28,Elliot,Mustoe,Freshman,Defender,6'3,170,Stockton-on-Tees,England,Lexington,,Northeastern University,COLONIAL ATHLETIC ASSOCIATION,https://nuhuskies.com/roster.aspx?rp_id=2593,,
